name,symmary,link,program_type,program_overview,program_duration,program_requirements,program_fees
Sport and Exercise Science BSc (Hons),"Sport and exercise is a huge and rapidly expanding global industry, while levels of public fitness and health are issues high on the political agenda. Our Sport and Exercise Science BSc covers all these areas.",https://www.lboro.ac.uk/study/undergraduate/courses/sport-and-exercise-science/,Undergraduate study,"Sport and exercise scientists are in increasing demand given the drive of professional athletes to maximise their potential and the efforts of health officials to encourage participation in exercise and physical activity.
Our BSc Sport and Exercise Science degree offers you the opportunity to study at the world's number 1 university for sport-related subjects.
You will develop your knowledge and understanding of Sport and Exercise Sciences and gain a scientific appreciation of the disciplines that underpin them including: physiology, biochemistry, biomechanics, motor control and psychology.
The course also allows you to gain insights into the physiological, biomechanical and psychological influences on human performance during the preparation for, and participation in, sport and exercise. An in-depth understanding of these core disciplines provides the foundation of a wide range of applied careers within the sport and exercise sector.
You will benefit from access to state-of-the-art laboratories, which will allow you to develop your practical, scientific and laboratory skills enabling you to apply your knowledge and understanding in the context of sports performance, physical activity, health and wellbeing.
By undertaking an optional placement year, you can also add practical experience to your CV, while our Coach and Volunteer Academy, also provides you with the opportunity to work alongside elite athletes, in a range of job roles and sports on campus, giving you a unique insight in working within performance sport.
You will take a series of modules that have been specifically designed to develop your research, vocational and employability skills, placing you in the best possible position to secure appropriate employment upon graduation.",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
"Sport Science, Coaching and Physical Education BSc (Hons)","This Sport Science, Coaching and Physical Education BSc degree course offers you the opportunity to study Sport Science, Coaching and Physical Education BSc at one of the UK’s leading universities. You will develop a critical, theoretical and practical knowledge and understanding of each of these areas, as well as of the underpinning disciplines of physiology, physical activity and health, skill acquisition, psychology and sport sociology.",https://www.lboro.ac.uk/study/undergraduate/courses/sport-coaching-and-physical-education/,Undergraduate study,"This course will allow you to develop a critical, theoretical and practical understanding of sport, coaching and physical education, as well as knowledge of physiology, physical activity and health, skill acquisition, psychology and sport sociology.
You will develop teaching, coaching, academic and scientific skills, and apply your knowledge and understanding to sport, education, health and other contexts in state-of-the-art facilities.
You will take a series of modules which have been specifically designed to develop your research, vocational and employability skills, placing you in the best possible position to secure appropriate employment upon graduation.
You can also add practical experience to your CV by undertaking a placement year, while our Coach and Volunteer Academy provides you with the opportunity to work alongside elite athletes in a range of job roles and sports on campus.
The degree is likely to be of particular interest to those wishing to pursue careers in the fields of coaching, education, sport policy, physical activity and health promotion and/or allied professions.",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Sport Management BSc (Hons),"Sport is a truly global and rapidly expanding industry, that uniquely unites commercial, public and third-sector stakeholders. As such, there are exciting opportunities for graduates of our Sport Management BSc with an understanding of the complex and varied sports industry, its policy, governance and economic environment, combined with knowledge of business, finance and management.",https://www.lboro.ac.uk/study/undergraduate/courses/sport-management/,Undergraduate study,"Sport is a global and expanding industry offering a range of exciting career opportunities for graduates with a strong understanding of business, finance and management in a sporting context.
Our BSc Sports Management degree is co-taught by the School of Sport, Exercise and Health Sciences (currently ranked 1st in the world for sports-related subjects) and the School of Business and Economics (one of the UK's leading business schools) to equip you with vital skills in marketing, organisational management, and accounting.
The degree will provide you with a thorough grounding in the key strategic challenges and opportunities for sport by developing your understanding of sports organisations, governance, policy, marketing and economics.
Optional modules allow you to explore the wider context of sport management as it relates to coaching, leadership, society, physical activity and wellbeing, enabling you to pursue your interests and develop the skills and knowledge sought by graduate employers.
With a strong focus on employability throughout the course, you will have the opportunity to work with Loughborough Sport and our partners on real-world business issues, take advantage our our strong partnerships across sport to secure an optional year-long placement, and put theory into practice alongside elite athletes on campus via our Coach and Volunteer Academy (CVA).
You will also explore the social and policy environment in which sport management takes place, developing your understanding of economics and marketing in sport management, and examining the strategic and organisational elements of sport management.
These experiences prepare our graduates for employment in commercial and non-commercial organisations in development, marketing, operations, brand management, sponsorship strategy and communications across the sport sector, as well as in a variety of management, marketing, finance and accounting roles.",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£22,000
Placement year
Approx. 20% of the full-time fee"
Sports Technology BEng (Hons),We have an outstanding reputation for Sports Science and Engineering and has developed a synergy of disciplines required to deliver a course in Sports Technology BEng in our dedicated Sports Technology Institute.,https://www.lboro.ac.uk/study/undergraduate/courses/sports-technology-beng/,Undergraduate study,"Sports Technology combines the excellence of both sports science and technology. This course covers industrial design, human factors and marketing for the sports equipment sector and elite sport.
Based in our dedicated, purpose-built Sports Technology Institute, the course focuses on design, manufacture and testing of sports equipment, clothing and footwear, and has been specifically developed to provide the sports industry with graduates possessing the required specialist technical knowledge and skills to improve existing and develop new sports goods and products.
Sports technology combines the excellence of engineering science, measurement and analysis, and sports science to relate the playing, or use characteristics, of sporting equipment to the underlying principles of product design. It reinforces this by providing an up-to-date knowledge of manufacturing processes and materials, to enable improvements in sports product performance and ease of use.
The course covers industrial design, human factors and marketing for the sports equipment sector. By combining a thorough technology education with a sound design base, our graduates are ideally placed to conceive and develop innovative designs and turn them into profitable products.
What's the difference between MEng and BEng?
The structure of the first two years are common between the BEng and MEng and provide you with sports equipment design and technology studies. The application of design and the solution of sports equipment and elite athlete problems is a strong theme throughout each course.
The MEng structure is distinct from the BEng course in the third and fourth academic years, providing broadening and deepening of the biomechanics, health and well-being, design and technology learning experience. It enables further development of the technical aspects and addresses the strategic and managerial challenge facing the implementation of new professional and enterprise approaches in industry.
Students studying on the BEng course may have opportunity to change to the MEng course if their performance in the first and second year is sufficiently strong.
Sports Technology MEng",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Sports Technology MEng (Hons),We have an outstanding reputation for Sports Science and Engineering and has developed a synergy of disciplines required to deliver an extended course in Sports Technology MEng in our dedicated Sports Technology Institute.,https://www.lboro.ac.uk/study/undergraduate/courses/sports-technology-meng/,Undergraduate study,"Sports Technology combines the excellence of both sports science and technology. This course covers industrial design, human factors and marketing for the sports equipment sector and elite sport.
Based in our dedicated, purpose-built Sports Technology Institute, the course focuses on, design, manufacture and testing of sports equipment, clothing and footwear, and has been specifically developed to provide the sports industry with graduates possessing the required specialist technical knowledge and skills to improve existing and develop new sports goods and products.
Sports technology combines the excellence of engineering science, measurement and analysis, and sports science to relate the playing, or use characteristics, of sporting equipment to the underlying principles of product design. It reinforces this by providing an up-to-date knowledge of manufacturing processes and materials, to enable improvements in sports product performance and ease of use.
The course covers industrial design, human factors and marketing for the sports equipment sector. By combining a thorough technology education with a sound design base, our graduates are ideally placed to conceive and develop innovative designs and turn them into profitable products.
What's the difference between MEng and BEng?
The MEng Sports Technology course is aimed at the most ambitious of students who wish to develop high-flying careers within sports goods and sports performance sectors and to become the future leaders of industry in companies concerned with the design and manufacture of consumer and elite sports products. The MEng courses are the preferred route to achieving Chartered Engineer status.
The structure of the first two academic years are common between the BEng and MEng and provide you with sports equipment design and technology studies. The application of design and the solution of sports equipment and elite athlete problems is a strong theme throughout the courses.
The MEng structure is distinct from the BEng courses in the third and fourth academic years, providing broadening and deepening of the biomechanics, health and well-being, design and technology learning experience. It enables further development of the technical aspects and addresses the strategic and managerial challenge facing the implementation of new professional and enterprise approaches in industry.
The MEng course allows high calibre Sports Technology students to better develop their understanding of the role of sports product design, as well as further refining the understanding of the human interaction with sports goods and equipment. In addition, during the fourth academic year, MEng students are brought together for yearlong projects, to solve challenging industrially based problems at a number of different host companies.
Sports Technology BEng",5 years full-time with placement year or 4 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£27,250
Placement year
Approx. 20% of the full-time fee"
Textile Design BA (Hons),"Our BA (Hons) degree offers you an outstanding, commercially relevant and innovative insight into the field of contemporary Textiles. Find out more.",https://www.lboro.ac.uk/study/undergraduate/courses/textile-design/,Undergraduate study,"The Textile Design BA (Hons) course offers a diverse and inclusive curriculum to inspire and train multi-disciplinary textiles practitioners through the study of materials, processes, and design methodologies.
This is an engaging and dynamic course exploring the range of opportunities within the expanding field of textiles. From traditional crafted processes to cutting-edge digital technologies, students investigate and experiment with a broad range of materials and techniques to design, make, and validate their ideas.
The course introduces you to progressive, creative processes to help you prepare, gather information, source materials, identify the origins of inspiration, and build in-depth knowledge of the discipline. Students are supported to experiment and develop their independent textile practice through conceptual design thinking and core practical skills. We foster critical engagement with theory and examine historical, cultural, political, ethical, and sustainability issues to balance creativity with academic practices.
Our wide-reaching textile course nurtures individuality and encourages you to explore the breadth of possibilities within textiles, in preparation for a growing array of creative and professional opportunities. Students will graduate with the specialist knowledge for an enriched career in the textile industry and related fields, including fashion design, interior design, architecture, textiles art, post-graduate studies, research, product design, set design and digital sectors.",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£22,000
Placement year
Approx. 20% of the full-time fee"
Urban Planning BSc (Hons),Our Urban Planning BSc course draws on our diverse expertise to provide you with the skills required to help shape and design the world around us.,https://www.lboro.ac.uk/study/undergraduate/courses/urban-planning-bsc/,Undergraduate study,"A degree in Urban Planning offers a unique opportunity to help shape the world around us. Our cities and built environments face huge future challenges. Cities around the world are threatened by climate change, rising sea levels, population growth and economic change. We need to change how our cities are planned and developed to tackle these economic, social and environmental challenges.
Our Urban Planning course draws on our diverse expertise, providing you with the skills required to help you shape our future and solve the big issues our society faces. This course has been specifically developed with leading planning practitioners to equip you with the latest skills and knowledge needed for a future in Urban Planning. A key feature of our course is the focus on developing your digital and data skills needed for planning smart cities, which are highly attractive to graduate employers. These new digital and data skills will provide us with new ways to understand, plan and adapt our cities.
The course incorporates practical and hands-on experiences, such as live case studies, in many aspects of urban planning and design, helping you link theory to practice. It examines ways in which our cities and urban environments have historically developed and been designed, whilst challenging you to propose visions of the future in order to make our cities healthier, more vibrant, sustainable and safer. You will focus on the role and potential of the planning profession to manage technological change in cities and exploit the potential of smart cities to enhance our urban environments.
Urban Planning is a multidisciplinary subject. You will benefit from studying in the School of Architecture, Building and Civil Engineering, providing an integrated and holistic approach. As such, you will gain invaluable practical experience of working in interdisciplinary teams with Architecture, Civil and Architectural Engineering, Commercial Management and Quantity Surveying, and Construction Engineering Management students, giving you a unique insight into the role of planners in development projects, thereby simulating your potential future career. In addition, the course draws from the expertise of leading academics from across the School and University, particularly Geography and Environment.
Throughout the Urban Planning course, our students normally undertake several field trips each year. Field trips are an exciting and invaluable learning experience as they provide unique insights and opportunities to explore planning in the real world. All field trips, which are incorporated within modules, are included within your tuition fee.
School of Architecture, Building and Civil Engineering
Discover what it's like to study in an integrated School where students across different disciplines that make up the built environment work together on projects that mimic real-life workplace scenarios.
What's the difference between BSc and MPlan?
BSc and MPlan students study the same course for the first three years of the programme and transfer is possible between the two degrees. Students on the Urban Planning BSc (Hons) degree may transfer to the MPlan course at the end of Year 2 subject to satisfactory performance.
Our BSc in Urban Planning will enable you to develop a broad understanding of the main principles of spatial planning and placemaking and forms the foundation for a successful career in planning.
Our MPlan in Urban Planning gives you the opportunity to undertake a combined planning course. In addition to the principles of spatial planning and placemaking, it is designed to enable you in your final year to explore ideas, perspectives and debates in a specialist area of planning. The final year includes a significant integrated planning project and specialist areas of study may include transport planning, infrastructure planning or advanced analysis for smart cities.
Urban Planning MPlan",4 years full-time with placement year or 3 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£24,000
Placement year
Approx. 20% of the full-time fee"
Urban Planning MPlan (Hons),Our Urban Planning MPlan course draws on our diverse expertise to provide you with the skills required to help shape and design the world around us.,https://www.lboro.ac.uk/study/undergraduate/courses/urban-planning-mplan/,Undergraduate study,"A degree in Urban Planning offers a unique opportunity to help shape the world around us. Our cities and built environments face huge future challenges. Cities around the world are threatened by climate change, rising sea levels, population growth and economic change. We need to change how our cities are planned and developed to tackle these economic, social and environmental challenges.
Our Urban Planning course draws on our diverse expertise, providing you with the skills required to help you shape our future and solve the big issues our society faces. This course has been specifically developed with leading planning practitioners to equip you with the latest skills and knowledge needed for a future in Urban Planning. A key feature of our course is the focus on developing your digital and data skills needed for planning smart cities, which are highly attractive to graduate employers. These new digital and data skills will provide us with new ways to understand, plan and adapt our cities.
The course incorporates practical and hands-on experiences, such as live case studies, in many aspects of urban planning and design, helping you link theory to practice. It examines ways in which our cities and urban environments have historically developed and been designed, whilst challenging you to propose visions of the future in order to make our cities healthier, more vibrant, sustainable and safer. You will focus on the role and potential of the planning profession to manage technological change in cities and exploit the potential of smart cities to enhance our urban environments.
Urban Planning is a multidisciplinary subject. You will benefit from studying in the School of Architecture, Building and Civil Engineering, providing an integrated and holistic approach. As such, you will gain invaluable practical experience of working in interdisciplinary teams with Architecture, Civil and Architectural Engineering, Commercial Management and Quantity Surveying, and Construction Engineering Management students, giving you a unique insight into the role of planners in development projects, thereby simulating your potential future career. In addition, the course draws from the expertise of leading academics from across the School and University, particularly Geography and Environment.
Throughout the Urban Planning course, our students normally undertake several field trips each year. Field trips are an exciting and invaluable learning experience as they provide unique insight and opportunity to explore planning in the real world. All field trips, which are incorporated within modules, are included within your tuition fee.
School of Architecture, Building and Civil Engineering
Discover what it's like to study in an integrated School where students across different disciplines that make up the built environment work together on projects that mimic real-life workplace scenarios.
What's the difference between MPlan and BSc?
BSc and MPlan students study the same course for the first three years of the programme and transfer is possible between the two degrees. Students on the Urban Planning BSc (Hons) degree may transfer to the MPlan course at the end of Year 2 subject to satisfactory performance.
Our BSc in Urban Planning will enable you to develop a broad understanding of the main principles of spatial planning and placemaking and forms the foundation for a successful career in planning.
Our MPlan in Urban Planning gives you the opportunity to undertake a combined planning course. In addition to the principles of spatial planning and placemaking, it is designed to enable you in your final year to explore ideas, perspectives and debates in a specialist area of planning. The final year includes a significant integrated planning project and specialist areas of study may include transport planning, infrastructure planning or advanced analysis for smart cities.
Urban Planning BSc",5 years full-time with placement year or 4 years full-time,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
Placement year
Approx. 20% of the full-time fee
International fees
Full-time course per annum
£24,000
Placement year
Approx. 20% of the full-time fee"
Aeronautical Engineering with a Foundation Year,"Aeronautical Engineering with a Foundation Year enables entry into our Aeronautical Engineering course for students that have not studied the correct subjects, or not quite achieved the qualifications required.",https://www.lboro.ac.uk/study/undergraduate/foundation/aeronautical-engineering/,Undergraduate study,"This course is primarily for candidates who have not studied the prerequisite subjects needed for first year entry, or have not met their expected entrance requirements due to adverse situations, or because of their performance sporting commitments, as well as mature students returning to education or care leavers.
Completing a foundation year will enable you to progress onto the main Aeronautical Engineering degree programmes, provided the relevant progression criteria are met. 
Our foundation course is taught in-house by University staff including specialist Foundation teaching staff. As a student on the course you will be a full member of the University, with the same access to the Students’ Union, clubs, societies, sports facilities and support departments. 
You will be taught through a combination of lectures, seminars, workshops and tutorials. During the year you will undertake modules in Applicable Mathematics, Physics, Materials, Engineering Science and a choice of Programming, or an Introduction to Circuits and Electronics. 
Completing foundation year can be a real attribute to your overall degree success. It not only opens doors to courses that may have previously looked closed, but also provides a sound base on which to establish a successful academic career. Many who have completed the foundation pathway have also said how beneficial it was to them in supporting their transition into University life. 
The Foundation Studies course also offers the opportunity for students performing at a very high standard in their chosen sport, who wish to study at Loughborough, but do not have the required qualifications due to sporting commitments. It is ideal for students who wish to combine their performance sports training with academic study. If you think your sport profile qualifies you to be considered for the elite athlete’s programme, please contact performancesport@lboro.ac.uk before applying.",4-6 years full-time (Foundation year + Undergraduate course + Optional placement year),"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
International fees
Full-time course per annum
N/A"
Art and Design Foundation Studies,"Loughborough’s Art and Design Foundation is a fast paced, fun and creative course that encourages you to develop your artistic ability.",https://www.lboro.ac.uk/study/undergraduate/foundation/art-and-design/,Undergraduate study,"Art and Design Foundation Studies at Loughborough is a fast-paced, fun, and creative year during which students can develop and explore their artistic abilities, prior to choosing an undergraduate degree.
Successful completion of the year leads to a UAL (University Arts London) Level 3 Diploma in Art and Design Foundation Studies, satisfying the entry requirements for progression to undergraduate courses in art and design.
The Foundation year teaches a broad range of skills, enabling students to experience four key disciplines (fashion and textiles, visual communication, fine art, and 3D design) before choosing where they’d like to specialise. It is a transitional course so ideal for students who are unsure which degree course they should progress on to, or for those who don’t quite satisfy the entry requirements for an undergraduate art and design course.
The course is split into 3 parts: diagnostic investigation into creative practice (9 weeks), developing specialist practice (12 weeks), and consolidating practice (9 weeks). During part 1, students will rotate across the key disciplines, before selecting their specialism in part 2, then finally undertaking a final major project in part 3.",,"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£5,421
International fees
Full-time course per annum
£17,250"
Automotive Engineering with a Foundation Year,Automotive Engineering with a Foundation Year is ideal for students who have not studied the prerequisite subjects needed for first year entry. We will provide the fundamental skills needed to progress on to a Loughborough degree course. Find out more.,https://www.lboro.ac.uk/study/undergraduate/foundation/automotive-engineering/,Undergraduate study,"This course is primarily for candidates who have not studied the prerequisite subjects needed for first year entry, or have not met their expected entrance requirements due to adverse situations, or because of their performance sporting commitments, as well as mature students returning to education or care leavers.
Completing a foundation year will enable you to progress onto the main Automotive Engineering degree programmes, provided the relevant progression criteria are met. 
Our foundation course is taught in-house by University staff including specialist Foundation teaching staff. As a student on the course you will be a full member of the University, with the same access to the Students’ Union, clubs, societies, sports facilities and support departments. 
You will be taught through a combination of lectures, seminars, workshops and tutorials. During the year you will undertake modules in Applicable Mathematics, Physics, Materials with Engineering Science and a choice of Programming with Electronics or Programming with Design.
Completing foundation can be a real attribute to your overall degree success. It not only opens doors to courses that may have previously looked closed, but also provides a sound base on which to establish a successful academic career. Many who have completed the foundation pathway have also said how beneficial it was to them in supporting their transition into University life. 
The Foundation Studies course also offers the opportunity for students performing at a very high standard in their chosen sport, who wish to study at Loughborough, but do not have the required qualifications due to sporting commitments. It is ideal for students who wish to combine their performance sports training with academic study. If you think your sport profile qualifies you to be considered for the elite athlete’s programme, please contact performancesport@lboro.ac.uk before applying.",4-6 years full-time (Foundation year + Undergraduate course + Optional placement year),"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
International fees
Full-time course per annum
N/A"
Bioengineering with a Foundation Year,Bioengineering with a Foundation Year is ideal for students who have not studied the prerequisite subjects needed for first year entry. We will provide the fundamental skills needed to progress on to a Loughborough degree course. Find out more.,https://www.lboro.ac.uk/study/undergraduate/foundation/bioengineering/,Undergraduate study,"This course is primarily for candidates who have not studied the prerequisite subjects needed for first year entry, or have not met their expected entrance requirements due to adverse situations, or because of their performance sporting commitments, as well as mature students returning to education or care leavers.
Completing a foundation year will enable you to progress onto the main Bioengineering degree programmes, provided the relevant progression criteria are met. 
Our foundation course is taught in-house by University staff including specialist Foundation teaching staff. As a student on the course you will be a full member of the University, with the same access to the Students’ Union, clubs, societies, sports facilities and support departments. 
You will be taught through a combination of lectures, seminars, workshops and tutorials. During the year you will undertake modules in Applicable Mathematics, Physics, Materials with Engineering Science and a choice of Programming with Electronics or Chemistry.
Completing foundation can be a real attribute to your overall degree success. It not only opens doors to courses that may have previously looked closed, but also provides a sound base on which to establish a successful academic career. Many who have completed the foundation pathway have also said how beneficial it was to them in supporting their transition into University life. 
The Foundation Studies course also offers the opportunity for students performing at a very high standard in their chosen sport, who wish to study at Loughborough, but do not have the required qualifications due to sporting commitments. It is ideal for students who wish to combine their performance sports training with academic study. If you think your sport profile qualifies you to be considered for the elite athlete’s programme, please contact performancesport@lboro.ac.uk before applying.",4-6 years full-time (Foundation year + Undergraduate course + Optional placement year),"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
International fees
Full-time course per annum
N/A"
Biological Sciences with a Foundation Year,Biological Sciences with a Foundation Year is ideal for students who have not studied the prerequisite subjects needed for first year entry. We will provide the fundamental skills needed to progress on to a Loughborough degree course. Find out more.,https://www.lboro.ac.uk/study/undergraduate/foundation/biological-sciences/,Undergraduate study,"This course is primarily for candidates who have not studied the prerequisite subjects needed for first year entry, or have not met their expected entrance requirements due to adverse situations, or because of their sporting commitments, as well as mature students returning to education or care leavers.
Completing a foundation year will enable you to progress onto the first year of Biological Sciences, provided the relevant progression criteria are met. Our foundation course is taught in-house by University staff including specialist Foundation teaching staff.
As a student on the course you will be a full member of the University, with the same access to the Students’ Union, clubs, societies, sports facilities and support departments.
You will be taught through a combination of lectures, seminars, workshops, and tutorials. During the year you will undertake modules in Applicable Mathematics, Physics, Chemistry and Biology.
Completing a foundation can be a real attribute to your overall degree success. It not only opens doors to courses that may have previously looked closed, but also provides a sound base on which to establish a successful academic career. Many who have completed the foundation pathway have also said how beneficial it was to them in supporting their transition into University life.
The Foundation Studies course also offers the opportunity for students performing at a very high standard in their chosen sport, who wish to study at Loughborough, but do not have the required qualifications due to sporting commitments. It is ideal for students who wish to combine their performance sports training with academic study. If you think your sport profile qualifies you to be considered for the elite athletes programme, please contact performancesport@lboro.ac.uk before applying.",4-6 years full-time (Foundation year + Undergraduate course + Optional placement year),"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
International fees
Full-time course per annum
N/A"
Business with a Foundation Year for Elite Athletes,Business with a Foundation Year for Elite Athletes enables entry into any of our Business courses for students that are classed as elite athletes by our performance sport centre and have not got the qualifications required for direct entry.,https://www.lboro.ac.uk/study/undergraduate/foundation/business/,Undergraduate study,"Business with a Foundation Year for Elite Athletes enables entry into any of our Business courses for students that are classed as elite athletes by our performance sport centre and have not got the qualifications required for direct entry.
Completing a foundation year will enable you to progress onto the main Business degree programmes, provided the relevant progression criteria are met.
Our foundation course is taught in-house by University staff including specialist Foundation teaching staff. As a student on the course you will be a full member of the University, with the same access to the Students’ Union, clubs, societies, sports facilities and support departments.
You will be taught through a combination of lectures, seminars, workshops, labs and tutorials. During the year you will undertake modules in Sociology, Psychology, Finance and Marketing and a choice of Applicable Maths or Statistics and Modelling with either Economics or Sports Science.
Completing a foundation year can be a real attribute to your overall degree success. It not only opens doors to courses that may have previously looked closed, but also provides a sound base on which to establish a successful academic career. Many who have completed the foundation pathway have also said how beneficial it was to them in supporting their transition into University life.
The Foundation Studies course also offers the opportunity for students performing at a very high standard in their chosen sport, who wish to study at Loughborough, but do not have the required qualifications due to sporting commitments. It is ideal for students who wish to combine their performance sports training with academic study. If you think your sport profile qualifies you to be considered for the elite athletes programme, please contact performancesport@lboro.ac.uk before applying.",4-6 years full-time (Foundation year + Undergraduate course + Optional placement year),"General entry requirements
The entry requirements for each course should be read alongside the University’s general entry requirements which give further details on acceptable subjects, alternative UK and international qualifications and minimum English language requirements.
General entry requirements
Contextual admissions
The University’s admissions process uses contextual information to provide insights into the context in which your academic qualifications have been achieved. This may influence the typical offers listed below.
Contextual admissions","UK fees
Full-time course per annum
£9,250
International fees
Full-time course per annum
N/A"
